2
fjkdsfjsakfdj,2
,Multiplier,Correct,Incorrect
ACIA,1.3693684370993704,6,4
ACTG,0.5971358417703635,4,11
fear,2
,Multiplier,Correct,Incorrect
ACIA,0.6839132454337546,27,17
ACTG,1.2890706752916927,11,16
